0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781,1754,1801,1893,3736,5472,8331,58965,60533,77605,87161,122350,141018,141018,138755,138755,162558,182399,182399,182399,182399,182399,182399,182399,182399,182399,162558,138755,138755,141018,141018,122350,87161,77605,60533,58965,8331,5472,3736,1893,1801,1754,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781,1781,1831,1827,2189,5060,6558,25829,59963,64925,78471,111875,122350,146603,127248,127248,138755,162558,162558,162558,162558,162558,162558,162558,162558,162558,138755,127248,127248,146603,122350,111875,78471,64925,59963,25829,6558,5060,2189,1827,1831,1781,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781,1542,1827,2009,3971,6520,23841,58965,60649,77605,87161,111875,122350,141018,141018,127248,138755,138755,138755,138755,138755,138755,138755,138755,138755,127248,141018,141018,122350,111875,87161,77605,60649,58965,23841,6520,3971,2009,1827,1542,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781,1664,1801,1970,3736,5472,7539,25829,59963,60649,77605,87161,111875,122350,146603,141018,127248,127248,127248,127248,127248,127248,127248,127248,127248,141018,146603,122350,111875,87161,77605,60649,59963,25829,7539,5472,3736,1970,1801,1664,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781,1670,1773,1890,2469,5060,6520,23841,58965,60533,64925,78471,87161,111875,122350,146603,141018,141018,141018,141018,141018,141018,141018,141018,141018,146603,122350,111875,87161,78471,64925,60533,58965,23841,6520,5060,2469,1890,1773,1670,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781,1680,1831,1784,2009,3971,5768,7539,58094,59963,60649,77605,78471,87161,111875,122350,146603,146603,146603,146603,146603,146603,146603,146603,146603,122350,111875,87161,78471,77605,60649,59963,58094,7539,5768,3971,2009,1784,1831,1680,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781,1781,1665,1827,1970,3736,5254,6558,23841,58965,60533,60649,77605,78471,87161,111875,122350,122350,122350,122350,122350,122350,122350,122350,122350,111875,87161,78471,77605,60649,60533,58965,23841,6558,5254,3736,1970,1827,1665,1781,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781,1610,1858,1893,2469,4543,5768,8331,25829,59963,60533,64925,77605,78471,87161,111875,111875,111875,111875,111875,111875,111875,111875,111875,87161,78471,77605,64925,60533,59963,25829,8331,5768,4543,2469,1893,1858,1610,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781,1653,1819,1827,2009,3755,5472,6558,23841,58094,59963,60649,64925,77605,78471,87161,87161,87161,87161,87161,87161,87161,87161,87161,78471,77605,64925,60649,59963,58094,23841,6558,5472,3755,2009,1827,1819,1653,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781,1754,1842,1867,1970,2469,5060,6520,8331,25829,58965,60533,60649,64925,77605,77605,78471,78471,78471,78471,78471,78471,78471,77605,77605,64925,60649,60533,58965,25829,8331,6520,5060,2469,1970,1867,1842,1754,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781,1757,1542,1801,1893,2189,3971,5472,6558,23841,58094,58965,60533,60649,64925,64925,77605,77605,77605,77605,77605,77605,77605,64925,64925,60649,60533,58965,58094,23841,6558,5472,3971,2189,1893,1801,1542,1757,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781,1664,1787,1801,2009,3736,5060,6520,7539,23841,58094,59963,60533,60649,60649,64925,64925,64925,64925,64925,64925,64925,60649,60649,60533,59963,58094,23841,7539,6520,5060,3736,2009,1801,1787,1664,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781,1658,1773,1867,1973,2469,4543,5472,6558,8331,25829,58094,59963,60533,60533,60649,60649,60649,60649,60649,60649,60649,60533,60533,59963,58094,25829,8331,6558,5472,4543,2469,1973,1867,1773,1658,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781,1680,1842,1827,1893,2189,3755,5254,5768,7539,23841,25829,58965,59963,59963,60533,60533,60533,60533,60533,60533,60533,59963,59963,58965,25829,23841,7539,5768,5254,3755,2189,1893,1827,1842,1680,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781,1754,1665,1858,1801,2009,3736,4543,5472,6558,7539,23841,25829,58965,58965,59963,59963,59963,59963,59963,59963,59963,58965,58965,25829,23841,7539,6558,5472,4543,3736,2009,1801,1858,1665,1754,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781,1781,1610,1773,1784,1970,2469,3971,5254,6520,6558,8331,23841,58094,58094,58965,58965,58965,58965,58965,58965,58965,58094,58094,23841,8331,6558,6520,5254,3971,2469,1970,1784,1773,1610,1781,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781,1653,1773,1827,1893,2213,3736,4543,5472,6520,7539,8331,23841,25829,58094,58094,58094,58094,58094,58094,58094,25829,23841,8331,7539,6520,5472,4543,3736,2213,1893,1827,1773,1653,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781,1680,1841,1801,1801,2009,2469,3971,5254,5768,6558,7539,8331,23841,25829,25829,25829,25829,25829,25829,25829,23841,8331,7539,6558,5768,5254,3971,2469,2009,1801,1801,1841,1680,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781,1754,1665,1787,1784,1970,2189,3736,5060,5472,6520,6558,7539,8331,23841,23841,23841,23841,23841,23841,23841,8331,7539,6558,6520,5472,5060,3736,2189,1970,1784,1787,1665,1754,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781,1781,1610,1819,1827,1893,2213,2469,3971,5060,5768,6520,6558,7539,8331,8331,8331,8331,8331,8331,8331,7539,6558,6520,5768,5060,3971,2469,2213,1893,1827,1819,1610,1781,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781,1653,1831,1787,1801,1973,2469,3755,4543,5254,5768,6520,6558,7539,7539,7539,7539,7539,7539,7539,6558,6520,5768,5254,4543,3755,2469,1973,1801,1787,1831,1653,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781,1664,1841,1787,1784,1966,2213,3736,3971,5060,5472,5768,6520,6558,6558,6558,6558,6558,6558,6558,6520,5768,5472,5060,3971,3736,2213,1966,1784,1787,1841,1664,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781,1680,1665,1801,1867,1890,2009,2469,3755,4543,5254,5472,5768,6520,6520,6520,6520,6520,6520,6520,5768,5472,5254,4543,3755,2469,2009,1890,1867,1801,1665,1680,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781,1757,1664,1773,1827,1801,1970,2189,3736,3971,4543,5254,5472,5768,5768,5768,5768,5768,5768,5768,5472,5254,4543,3971,3736,2189,1970,1801,1827,1773,1664,1757,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781,1670,1842,1858,1784,1966,2213,2469,3736,3971,5060,5254,5472,5472,5472,5472,5472,5472,5472,5254,5060,3971,3736,2469,2213,1966,1784,1858,1842,1670,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781,1670,1841,1801,1867,1890,1973,2189,2469,3755,4543,5060,5254,5254,5254,5254,5254,5254,5254,5060,4543,3755,2469,2189,1973,1890,1867,1801,1841,1670,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781,1664,1689,1773,1827,1801,1970,2213,2469,3736,3971,4543,5060,5060,5060,5060,5060,5060,5060,4543,3971,3736,2469,2213,1970,1801,1827,1773,1689,1664,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781,1757,1610,1773,1801,1827,1893,1973,2189,2469,3736,3971,3971,4543,4543,4543,4543,4543,3971,3971,3736,2469,2189,1973,1893,1827,1801,1773,1610,1757,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781,1781,1670,1842,1787,1867,1890,1970,2213,2469,2469,3755,3755,3971,3971,3971,3971,3971,3755,3755,2469,2469,2213,1970,1890,1867,1787,1842,1670,1781,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781,1658,1841,1801,1827,1801,1966,1973,2189,2469,3736,3736,3755,3755,3755,3755,3755,3736,3736,2469,2189,1973,1966,1801,1827,1801,1841,1658,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781,1664,1665,1819,1787,1784,1893,1970,2213,2189,2469,2469,3736,3736,3736,3736,3736,2469,2469,2189,2213,1970,1893,1784,1787,1819,1665,1664,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781,1754,1610,1831,1858,1867,1801,1966,2009,2213,2469,2469,2469,2469,2469,2469,2469,2469,2469,2213,2009,1966,1801,1867,1858,1831,1610,1754,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781,1757,1664,1842,1801,1827,1827,1893,1970,2009,2189,2189,2469,2469,2469,2469,2469,2189,2189,2009,1970,1893,1827,1827,1801,1842,1664,1757,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781,1781,1653,1542,1773,1787,1784,1801,1966,1973,2213,2213,2189,2189,2189,2189,2189,2213,2213,1973,1966,1801,1784,1787,1773,1542,1653,1781,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781,1670,1665,1773,1858,1827,1827,1893,1970,1973,2009,2213,2213,2213,2213,2213,2009,1973,1970,1893,1827,1827,1858,1773,1665,1670,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781,1680,1677,1831,1787,1827,1784,1890,1966,1970,1973,2009,2009,2009,2009,2009,1973,1970,1966,1890,1784,1827,1787,1831,1677,1680,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781,1754,1664,1842,1773,1787,1867,1801,1893,1966,1970,1973,1973,1973,1973,1973,1970,1966,1893,1801,1867,1787,1773,1842,1664,1754,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781,1757,1670,1542,1819,1858,1827,1827,1890,1893,1966,1970,1970,1970,1970,1970,1966,1893,1890,1827,1827,1858,1819,1542,1670,1757,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781,1781,1653,1665,1773,1787,1787,1867,1827,1890,1893,1966,1966,1966,1966,1966,1893,1890,1827,1867,1787,1787,1773,1665,1653,1781,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781,1670,1677,1842,1801,1801,1827,1784,1801,1890,1893,1893,1893,1893,1893,1890,1801,1784,1827,1801,1801,1842,1677,1670,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781,1664,1610,1842,1819,1858,1827,1867,1827,1801,1890,1890,1890,1890,1890,1801,1827,1867,1827,1858,1819,1842,1610,1664,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781,1754,1653,1542,1773,1787,1787,1827,1784,1827,1801,1801,1801,1801,1801,1827,1784,1827,1787,1787,1773,1542,1653,1754,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781,1757,1653,1665,1831,1773,1801,1827,1867,1784,1827,1827,1827,1827,1827,1784,1867,1827,1801,1773,1831,1665,1653,1757,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781,1757,1658,1677,1842,1819,1858,1787,1827,1867,1784,1784,1784,1784,1784,1867,1827,1787,1858,1819,1842,1677,1658,1757,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781,1781,1664,1610,1841,1773,1787,1801,1827,1827,1867,1867,1867,1867,1867,1827,1827,1801,1787,1773,1841,1610,1664,1781,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781,1680,1653,1542,1831,1773,1858,1787,1827,1827,1827,1827,1827,1827,1827,1787,1858,1773,1831,1542,1653,1680,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781,1754,1670,1665,1842,1819,1787,1858,1787,1827,1827,1827,1827,1827,1787,1858,1787,1819,1842,1665,1670,1754,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781,1757,1653,1677,1842,1773,1801,1787,1801,1787,1787,1787,1787,1787,1801,1787,1801,1773,1842,1677,1653,1757,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781,1757,1670,1610,1542,1831,1819,1801,1858,1801,1801,1801,1801,1801,1858,1801,1819,1831,1542,1610,1670,1757,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781,1781,1664,1653,1665,1842,1773,1773,1787,1858,1858,1858,1858,1858,1787,1773,1773,1842,1665,1653,1664,1781,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781,1664,1670,1689,1842,1831,1819,1801,1787,1787,1787,1787,1787,1801,1819,1831,1842,1689,1670,1664,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781,1680,1653,1677,1542,1842,1773,1773,1801,1801,1801,1801,1801,1773,1773,1842,1542,1677,1653,1680,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781,1757,1670,1664,1665,1842,1831,1819,1773,1773,1773,1773,1773,1819,1831,1842,1665,1664,1670,1757,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781,1754,1664,1653,1689,1841,1842,1773,1819,1819,1819,1819,1819,1773,1842,1841,1689,1653,1664,1754,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
